customID,Dist.,2P,0_3,3_10,10_16,16_3P,3P,Dunks,corner3_att
Karl-Anthony TownsMIN,16.1,0.5,0.222,0.17,0.091,0.017,0.5,47,0.079
Gary Trent Jr.TOT,14.1,0.577,0.254,0.225,0.085,0.014,0.423,7,0.186
Gary Trent Jr.POR,17.4,0.448,0.2,0.133,0.095,0.019,0.552,5,0.197
Gary Trent Jr.TOR,13.4,0.664,0.245,0.23,0.088,0.102,0.336,2,0.161
P.J. TuckerTOT,18,0.523,0.108,0.125,0.155,0.135,0.477,0,0.849
P.J. TuckerHOU,16.4,0.492,0.181,0.165,0.082,0.064,0.508,0,0.826
P.J. TuckerMIL,15.4,0.577,0.197,0.165,0.136,0.078,0.423,0,0.909
Rayjon TuckerPHI,18.2,0.469,0.128,0.128,0.104,0.109,0.531,3,0.286
Myles TurnerIND,25.6,0,0,0,0,0,1,26,0.218
Jonas Valan?i?nasMEM,7.6,0.838,0.485,0.265,0.047,0.041,0.162,61,0.175
Denzel ValentineCHI,7.9,0.811,0.511,0.226,0.042,0.032,0.189,2,0.227
Jarred VanderbiltMIN,6.8,0.916,0.411,0.376,0.059,0.069,0.084,40,0.6
Fred VanVleetTOR,10.8,0.713,0.238,0.396,0.069,0.01,0.287,0,0.107
Anderson VarejãoCLE,13,0.723,0.241,0.236,0.152,0.094,0.277,0,1
Devin VassellSAS,12.7,0.71,0.234,0.262,0.15,0.065,0.29,14,0.42
Gabe VincentMIA,,,,,,,,0,0.275
Noah VonlehBRK,13.3,0.738,0.25,0.202,0.155,0.131,0.262,0,0
Nikola Vu?evi?TOT,17.8,0.455,0.091,0.273,0,0.091,0.545,19,0.02
Nikola Vu?evi?ORL,17.6,0.388,0.147,0.209,0.023,0.008,0.612,10,0.017
Nikola Vu?evi?CHI,14.7,0.655,0.169,0.228,0.126,0.133,0.345,9,0.026
Dean WadeCLE,14.5,0.671,0.163,0.24,0.132,0.137,0.329,10,0.235
Moritz WagnerTOT,15.6,0.586,0.193,0.179,0.1,0.114,0.414,22,0.187
Moritz WagnerWAS,8.2,0.833,0.5,0.167,0.167,0,0.167,17,0.19
Moritz WagnerBOS,16.2,0.543,0.239,0.087,0.13,0.087,0.457,0,0.167
Moritz WagnerORL,15.9,0.5,0,0.5,0,0,0.5,5,0.186
Kemba WalkerBOS,9,0.777,0.429,0.297,0.042,0.01,0.223,0,0.057
Lonnie Walker IVSAS,11.8,0.702,0.305,0.258,0.066,0.073,0.298,13,0.152
John WallHOU,20,0.311,0.089,0.109,0.058,0.056,0.689,10,0.064
Brad WanamakerTOT,3.2,0.953,0.772,0.161,0.02,0,0.047,5,0.047
Brad WanamakerGSW,11.2,0.819,0.216,0.34,0.132,0.132,0.181,3,0.049
Brad WanamakerCHO,4,1,0.533,0.4,0,0.067,0,2,0.042
T.J. WarrenIND,,,,,,,,2,0.429
P.J. WashingtonCHO,4,1,0.533,0.4,0,0.067,0,48,0.224
Yuta WatanabeTOR,12.2,0.667,0.333,0.2,0,0.133,0.333,13,0.456
Tremont WatersBOS,19,0.445,0.113,0.118,0.109,0.105,0.555,0,0.132
Paul WatsonTOR,9.1,0.846,0.25,0.442,0.096,0.058,0.154,2,0.406
Quinndary WeatherspoonSAS,2,1,0.815,0.148,0.037,0,0,2,0
Russell WestbrookWAS,19.4,0.3,0.2,0.1,0,0,0.7,24,0.103
Coby WhiteCHI,16.3,0.55,0.183,0.167,0.133,0.067,0.45,7,0.163
Derrick WhiteSAS,15.4,0.581,0.209,0.14,0.14,0.093,0.419,4,0.177
Hassan WhitesideSAC,18.5,0.471,0.118,0.235,0.118,0,0.529,28,0
Greg WhittingtonDEN,16.1,0.499,0.146,0.251,0.075,0.026,0.501,0,0.5
Andrew WigginsGSW,9,0.857,0.354,0.307,0.09,0.106,0.143,65,0.247
Grant WilliamsBOS,13.3,0.844,0.2,0.172,0.205,0.267,0.156,8,0.434
Kenrich WilliamsOKC,11.7,0.865,0.254,0.211,0.205,0.195,0.135,10,0.333
Lou WilliamsTOT,14.4,0.829,0.159,0.143,0.204,0.322,0.171,0,0.283
Lou WilliamsLAC,12.4,0.651,0.291,0.246,0.063,0.051,0.349,0,0.303
Lou WilliamsATL,11.4,0.715,0.248,0.328,0.073,0.066,0.285,0,0.241
Patrick WilliamsCHI,13.1,0.61,0.319,0.192,0.056,0.042,0.39,51,0.413
Robert WilliamsBOS,20.9,0.2,0.1,0,0.1,0,0.8,93,0
Zion WilliamsonNOP,24.3,0,0,0,0,0,1,123,0.029
D.J. WilsonTOT,20.1,0.25,0.125,0,0.125,0,0.75,7,0.287
D.J. WilsonMIL,20,0.251,0.105,0.094,0.035,0.018,0.749,0,0.393
D.J. WilsonHOU,20.8,0.227,0.082,0.072,0.052,0.021,0.773,7,0.237
Dylan WindlerCLE,18.9,0.284,0.135,0.122,0.014,0.014,0.716,3,0.442
Justise WinslowMEM,9.1,1,0,1,0,0,0,9,0.407
Cassius WinstonWAS,12.5,0.63,0.152,0.413,0.043,0.022,0.37,0,0.118
James WisemanGSW,20.7,0.286,0.071,0.071,0.071,0.071,0.714,84,0.079
Christian WoodHOU,17.4,0.5,0.125,0.125,0.125,0.125,0.5,91,0.155
Robert Woodard IISAC,25.2,0,0,0,0,0,1,2,0
Delon WrightTOT,14.3,0.721,0.22,0.164,0.08,0.257,0.279,5,0.198
Delon WrightDET,15.5,0.769,0.231,0,0.154,0.385,0.231,3,0.202
Delon WrightSAC,14.2,0.719,0.219,0.171,0.077,0.252,0.281,2,0.193
Thaddeus YoungCHI,9.9,0.796,0.382,0.201,0.125,0.088,0.204,22,0.489
Trae YoungATL,5.6,0.906,0.584,0.243,0.039,0.041,0.094,0,0.038
Cody ZellerCHO,21.1,0.216,0.135,0.053,0.016,0.012,0.784,52,0.179
Ivica ZubacLAC,13.3,0.642,0.263,0.245,0.069,0.066,0.358,139,0
