PLAYER_clean,PLAYER,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,TYPE,CAP HIT,SALARY
Josh Leivo,476. Josh Leivo,28,"RW, LW",Right,7,1,2,3,0.43,1,10,0.1,9:13,1.22,10,14,14,1.12,9.28,13,13,39,30,56.52,67,53,55.83,55,42,56.7,3.79,2.22,63.06,Standard (1-way),"$750,000","$750,000"
Charles Hudon,477. Charles Hudon,27,"C, LW, RW",Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Sven Baertschi,478. Sven Baertschi,28,LW,Left,1,0,0,0,0,-1,1,0,13:54,0.02,1,1,1,0.09,4.32,4.32,4.32,4,12,25,6,18,25,4,14,22.22,0.07,1.57,4.26,Standard (2-way),"$750,000","$750,000"
Jean-Sébastien Dea,479. Jean-Sébastien Dea,27,C,Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Otto Somppi,480. Otto Somppi,23,C,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Kyle Criscuolo,481. Kyle Criscuolo,29,C,Right,6,0,2,2,0.33,1,5,0,9:33,0.32,5,10,7,0.33,5.23,10.47,7.33,23,24,48.94,39,46,45.88,30,35,46.15,1.73,1.68,50.73,Standard (2-way),"$750,000","$750,000"
Drake Caggiula,482. Drake Caggiula,27,"LW, RW",Left,18,2,3,5,0.28,-4,23,0.09,14:38,1.84,23,37,31,0.42,5.24,8.43,7.06,100,147,40.49,188,243,43.62,139,192,41.99,7.2,14.71,32.86,Standard (1-way),"$750,000","$750,000"
Kyle Rau,483. Kyle Rau,28,"LW, C",Left,5,0,0,0,0,-3,3,0,8:49,0.04,3,5,3,0.05,4.08,6.81,4.08,17,30,36.17,32,55,36.78,22,37,37.29,0.87,1.95,30.85,Standard (2-way),"$750,000","$750,000"
Nathan Walker,484. Nathan Walker,27,LW,Left,30,8,4,12,0.4,1,38,0.21,11:32,4.67,38,64,55,0.81,6.58,11.09,9.52,157,151,50.97,261,305,46.11,214,220,49.31,15.56,11.6,57.29,Standard (2-way),"$750,000","$750,000"
Kasper Björkqvist,485. Kasper Björkqvist,23,LW,Left,6,1,0,1,0.17,-1,8,0.13,8:22,0.93,8,11,8,1.11,9.56,13.14,9.56,27,23,54,40,40,50,30,32,48.39,1.79,2.46,42.12,Standard (2-way),"$750,000","$750,000"
Spencer Smallman,486. Spencer Smallman,24,RW,Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Kiefer Sherwood,487. Kiefer Sherwood,26,"RW, C",Right,11,1,1,2,0.18,3,9,0.11,8:34,0.94,9,14,10,0.6,5.73,8.91,6.37,48,41,53.93,85,77,52.47,62,55,52.99,4.08,3,57.63,Standard (2-way),"$750,000","$750,000"
Nolan Stevens,488. Nolan Stevens,24,C,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Gemel Smith,489. Gemel Smith,27,C,Left,3,0,1,1,0.33,-2,1,0,6:46,0.01,1,1,1,0.03,2.96,2.96,2.96,3,17,15,7,24,22.58,6,19,24,0.2,1.22,14.08,Standard (2-way),"$750,000","$750,000"
Joachim Blichfeld,490. Joachim Blichfeld,22,"RW, LW",Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Joseph Cramarossa,491. Joseph Cramarossa,28,C,Left,1,0,1,1,1,0,1,0,6:55,0.05,1,1,1,0.43,8.67,8.67,8.67,6,4,60,12,6,66.67,9,4,69.23,0.56,0.18,75.68,Standard (2-way),"$750,000","$750,000"
Morgan Geekie,492. Morgan Geekie,22,"C, RW",Right,73,7,15,22,0.3,-16,97,0.07,12:36,9.91,97,189,142,0.65,6.32,12.32,9.26,476,402,54.21,925,727,55.99,663,571,53.73,41.01,43.15,48.73,Standard (2-way),"$750,000","$750,000"
Cole Smith,493. Cole Smith,25,LW,Left,8,0,0,0,0,-3,3,0,8:50,0.22,3,6,4,0.19,2.54,5.09,3.4,31,43,41.89,48,71,40.34,41,57,41.84,1.91,3.89,32.93,Standard (2-way),"$750,000","$750,000"
Alex Belzile,494. Alex Belzile,29,"RW, C",Right,11,0,0,0,0,0,13,0,10:23,1.04,13,19,14,0.55,6.82,9.97,7.35,57,56,50.44,89,92,49.17,68,77,46.9,4.01,5.25,43.3,Standard (2-way),"$750,000","$750,000"
Sam Carrick,495. Sam Carrick,29,"RW, C",Right,64,11,8,19,0.3,-12,80,0.14,11:28,8.33,80,139,114,0.68,6.54,11.36,9.32,331,422,43.96,602,764,44.07,455,577,44.09,25.58,36.26,41.36,Standard (1-way),"$750,000","$750,000"
Vinni Lettieri,496. Vinni Lettieri,26,"C, RW",Right,31,5,5,10,0.32,-8,50,0.1,12:30,4.73,50,86,71,0.73,7.73,13.3,10.98,197,195,50.26,373,361,50.82,280,275,50.45,18.59,18.02,50.78,Standard (2-way),"$750,000","$750,000"
Beck Malenstyn,497. Beck Malenstyn,23,"C, LW",Left,12,1,0,1,0.08,2,10,0.1,9:02,1.09,10,17,15,0.6,5.53,9.4,8.28,51,48,51.52,91,87,51.12,68,65,51.13,3.98,3.86,50.77,Standard (2-way),"$750,000","$750,000"
Joona Koppanen,498. Joona Koppanen,23,"LW, C",Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Cameron Hughes,499. Cameron Hughes,24,"C, LW",Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Dominic Toninato,500. Dominic Toninato,27,"C, LW",Left,77,7,7,14,0.18,1,44,0.16,8:23,6.6,44,88,64,0.61,4.08,8.16,5.94,214,384,35.79,394,697,36.11,287,520,35.56,20.48,37.21,35.5,Standard (2-way),"$750,000","$750,000"
Brandon Baddock,501. Brandon Baddock,26,"LW, C",Left,1,0,0,0,0,0,0,0,8:24,0,0,0,0,0,0,0,0,1,4,20,3,7,30,1,5,16.67,0.02,0.12,14.29,Standard (2-way),"$750,000","$750,000"
Rhett Gardner,502. Rhett Gardner,25,"C, LW",Left,4,0,0,0,0,-1,0,0,8:06,0.03,0,1,1,0.06,0,1.85,1.85,12,12,50,21,28,42.86,19,21,47.5,1,1.21,45.25,Standard (2-way),"$750,000","$750,000"
Laurent Dauphin,503. Laurent Dauphin,26,C,Left,38,4,8,12,0.32,-10,50,0.08,13:17,5.42,50,84,68,0.64,5.94,9.98,8.08,227,301,42.99,408,533,43.36,312,405,43.51,20.22,33.19,37.86,Standard (2-way),"$750,000","$750,000"
Shane Gersich,504. Shane Gersich,24,"C, LW",Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Lukas Vejdemo,505. Lukas Vejdemo,25,"C, LW, RW",Left,6,1,0,1,0.17,-3,10,0.1,10:38,1.05,10,11,11,0.99,9.4,10.34,10.34,30,50,37.5,42,80,34.43,34,64,34.69,2.24,5.08,30.6,Standard (2-way),"$750,000","$750,000"
Anton Blidh,506. Anton Blidh,26,"LW, RW",Left,32,2,7,9,0.28,-3,28,0.07,10:43,2.64,28,46,36,0.46,4.88,8.03,6.29,112,167,40.14,195,338,36.59,147,251,36.93,8.65,14.4,37.53,Standard (2-way),"$750,000","$750,000"
Michael Sgarbossa,507. Michael Sgarbossa,28,C,Left,10,2,2,4,0.4,3,11,0.18,9:53,1.83,11,14,13,1.11,6.67,8.49,7.88,69,50,57.98,111,84,56.92,89,67,57.05,7.02,3.67,65.67,Standard (2-way),"$750,000","$750,000"
Garrett Pilon,508. Garrett Pilon,23,C,Right,2,1,0,1,0.5,1,1,1,9:24,0.11,1,3,2,0.35,3.19,9.56,6.38,8,7,53.33,13,11,54.17,11,8,57.89,0.43,0.25,63.24,Standard (2-way),"$750,000","$750,000"
Jayson Megna,509. Jayson Megna,31,"C, LW, RW",Right,20,0,3,3,0.15,-2,19,0,10:18,1.59,19,32,23,0.46,5.53,9.32,6.7,96,112,46.15,175,210,45.45,125,155,44.64,6.86,8.76,43.92,Standard (2-way),"$750,000","$750,000"
Jeffrey Viel,510. Jeffrey Viel,24,LW,Left,34,3,2,5,0.15,-2,30,0.1,8:48,3,30,52,39,0.6,6.01,10.42,7.82,123,145,45.9,222,280,44.22,168,201,45.53,10.68,11.79,47.53,Standard (2-way),"$750,000","$750,000"
Jonathan Dahlén,511. Jonathan Dahlén,23,"LW, RW",Left,61,12,10,22,0.36,-25,105,0.11,13:47,13.3,105,178,137,0.95,7.49,12.69,9.77,492,427,53.54,902,817,52.47,671,579,53.68,47.78,42.3,53.04,Standard (1-way),"$750,000","$750,000"
Linus Sandin,512. Linus Sandin,25,RW,Right,1,0,0,0,0,0,1,0,6:59,0.01,1,1,1,0.09,8.6,8.6,8.6,1,4,20,1,8,11.11,1,5,16.67,0.01,0.1,9.09,Standard (2-way),"$750,000","$750,000"
German Rubtsov,513. German Rubtsov,23,C,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Tanner Kaspick,514. Tanner Kaspick,23,C,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Axel Jonsson-Fjällby,515. Axel Jonsson-Fjällby,23,LW,Left,23,2,2,4,0.17,0,29,0.07,11:10,2.22,29,47,39,0.52,6.77,10.97,9.1,111,119,48.26,186,220,45.81,158,166,48.77,8.05,8.86,47.58,Standard (2-way),"$750,000","$750,000"
Joe Snively,516. Joe Snively,25,LW,Left,12,4,3,7,0.58,3,21,0.19,11:33,2.7,21,35,27,1.17,9.09,15.14,11.68,65,71,47.79,117,132,46.99,87,99,46.77,5.8,6.04,48.99,Standard (2-way),"$750,000","$750,000"
Tanner Kero,517. Tanner Kero,28,"C, LW",Left,23,0,3,3,0.13,-5,14,0,9:33,1.23,14,26,18,0.34,3.82,7.09,4.91,83,98,45.86,151,199,43.14,116,141,45.14,6.31,9.03,41.11,Standard (2-way),"$750,000","$750,000"
Justin Danforth,518. Justin Danforth,28,"RW, C",Right,45,10,4,14,0.31,-5,72,0.14,12:34,8.21,72,131,106,0.87,7.64,13.89,11.24,271,300,47.46,534,516,50.86,391,395,49.75,23.59,24.01,49.56,Standard (1-way),"$750,000","$750,000"
Jonny Brodzinski,519. Jonny Brodzinski,28,C,Right,22,1,1,2,0.09,1,34,0.03,10:51,2.02,34,52,46,0.51,8.53,13.06,11.56,102,119,46.15,183,227,44.63,146,166,46.79,8.02,11.3,41.51,Standard (2-way),"$750,000","$750,000"
Max Willman,520. Max Willman,26,LW,Left,41,4,2,6,0.15,-13,65,0.06,11:46,4.43,65,100,80,0.55,8.08,12.43,9.94,212,278,43.27,350,500,41.18,272,377,41.91,16.37,22.7,41.9,Standard (2-way),"$750,000","$750,000"
Daniel Walcott,521. Daniel Walcott,27,LW,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$750,000"
Joey Anderson,522. Joey Anderson,23,RW,Right,5,0,0,0,0,0,10,0,8:46,0.56,10,15,12,0.77,13.68,20.52,16.41,26,16,61.9,44,32,57.89,31,28,52.54,2.58,1.57,62.17,Standard (2-way),"$750,000","$750,000"
Kevin Rooney,523. Kevin Rooney,28,C,Left,61,6,6,12,0.2,-1,71,0.08,13:51,7,71,110,84,0.5,5.04,7.81,5.97,271,512,34.61,473,962,32.96,351,711,33.04,24.16,45.37,34.75,Standard (1-way),"$750,000","$800,000"
Sam Lafferty,524. Sam Lafferty,26,"RW, C, LW",Right,56,5,8,13,0.23,-16,80,0.06,13:34,8.48,80,123,100,0.67,6.32,9.71,7.89,309,465,39.92,534,865,38.17,406,623,39.46,26.68,40.86,39.5,Standard (1-way),"$750,000","$800,000"
Andrew Oglevie,525. Andrew Oglevie,26,C,Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$800,000"
Jake Evans,526. Jake Evans,25,C,Right,72,13,16,29,0.4,-5,124,0.1,15:35,11.68,124,195,155,0.62,6.63,10.42,8.27,537,705,43.24,916,1210,43.09,687,948,42.02,44.97,69.84,39.17,Standard (1-way),"$750,000","$800,000"
Joel Kellman,527. Joel Kellman,27,C,Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (1-way),"$750,000","$800,000"
Nicolas Roy,528. Nicolas Roy,24,"C, RW",Right,78,15,24,39,0.5,12,145,0.1,16:15,24.07,145,238,196,1.13,6.86,11.26,9.27,789,659,54.49,1416,1190,54.34,1056,889,54.29,80.59,71.51,52.99,Standard (1-way),"$750,000","$750,000"
Nathan Gerbe,529. Nathan Gerbe,33,"LW, RW",Left,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$750,000","$800,000"
Nic Dowd,530. Nic Dowd,31,C,Right,64,10,14,24,0.38,10,90,0.11,14:15,8.94,90,135,113,0.59,5.92,8.86,7.43,425,455,48.3,728,920,44.17,562,658,46.07,36.33,44.78,44.79,Standard (1-way),"$750,000","$800,000"
Mathieu Joseph,531. Mathieu Joseph,24,"LW, RW",Left,69,12,18,30,0.43,12,86,0.14,14:11,10.42,86,150,125,0.64,5.27,9.19,7.66,437,515,45.9,800,893,47.25,620,694,47.18,38.93,45.84,45.92,Standard (1-way),"$737,500","$775,000"
Anthony Greco,532. Anthony Greco,27,RW,Right,1,0,0,0,0,0,5,0,9:44,0.61,5,5,5,3.76,30.83,30.83,30.83,8,6,57.14,13,12,52,9,8,52.94,1.17,0.2,85.4,Standard (2-way),"$737,500","$775,000"
Mitchell Stephens,533. Mitchell Stephens,24,C,Right,27,0,6,6,0.22,-8,17,0,11:10,1.21,17,38,26,0.24,3.38,7.55,5.17,104,198,34.44,189,345,35.39,138,269,33.9,8.3,18.5,30.97,Standard (1-way),"$737,500","$775,000"
Mason Geertsen,534. Mason Geertsen,26,"LW, LD",Left,25,0,0,0,0,-6,12,0,6:57,0.9,12,20,17,0.31,4.13,6.9,5.86,61,85,41.78,124,157,44.13,90,120,42.86,5.5,6.72,45.01,Standard (2-way),"$725,000","$750,000"
Jansen Harkins,535. Jansen Harkins,24,"LW, C",Left,77,7,6,13,0.17,-8,67,0.1,9:28,6.73,67,142,100,0.55,5.51,11.68,8.22,280,363,43.55,557,669,45.43,406,512,44.23,23.01,28.58,44.6,Standard (1-way),"$725,000","$750,000"
Karson Kuhlman,536. Karson Kuhlman,25,RW,Right,44,3,7,10,0.23,-2,68,0.04,11:54,7.16,68,116,92,0.82,7.79,13.29,10.54,242,244,49.79,427,496,46.26,331,353,48.39,22.13,24.74,47.22,Standard (1-way),"$725,000","$750,000"
Keegan Kolesar,537. Keegan Kolesar,24,RW,Right,77,7,17,24,0.31,-6,94,0.07,12:39,12.14,94,142,117,0.75,5.79,8.75,7.21,478,493,49.23,880,911,49.13,666,662,50.15,48.12,50.34,48.87,Standard (1-way),"$725,000","$750,000"
Steven Lorentz,538. Steven Lorentz,25,"C, LW, RW",Left,67,8,5,13,0.19,0,80,0.1,10:53,11.38,80,142,113,0.94,6.58,11.68,9.28,377,325,53.7,703,591,54.33,541,450,54.59,34.35,27.47,55.56,Standard (2-way),"$725,000","$750,000"
Austin Czarnik,539. Austin Czarnik,28,"C, RW",Right,17,2,5,7,0.41,5,14,0.14,10:53,1.53,14,29,22,0.5,4.53,9.39,7.12,85,74,53.46,156,132,54.17,111,96,53.62,6.38,6.2,50.72,Standard (1-way),"$725,000","$750,000"
Joel L'Esperance,540. Joel L'Esperance,25,"C, RW",Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$725,000","$750,000"
C.J. Suess,541. C.J. Suess,27,LW,Left,3,0,0,0,0,0,0,0,5:42,0.06,0,2,2,0.21,0,7.01,7.01,5,12,29.41,15,22,40.54,9,13,40.9,0.44,0.56,43.56,Standard (2-way),"$725,000","$750,000"
Anthony Angello,542. Anthony Angello,25,"C, RW",Right,4,0,0,0,0,0,2,0,6:37,0.08,2,2,2,0.18,4.51,4.51,4.51,9,10,47.37,16,20,44.44,11,14,44,0.23,0.55,29.49,Standard (1-way),"$725,000","$750,000"
Sam Anas,543. Sam Anas,28,C,Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$725,000","$750,000"
Seth Griffith,544. Seth Griffith,28,"RW, C",Right,1,0,0,0,0,1,0,0,5:37,0,0,0,0,0,0,0,0,4,3,57.14,9,5,64.29,6,4,60,0.49,0.37,56.98,Standard (2-way),"$725,000","$750,000"
Byron Froese,545. Byron Froese,30,C,Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (2-way),"$725,000","$750,000"
Logan Shaw,546. Logan Shaw,28,"C, RW",Right,17,1,2,3,0.18,-3,17,0.06,9:22,1.23,17,22,20,0.46,6.4,8.27,7.53,62,122,33.7,120,201,37.38,86,150,36.44,4.76,9.21,34.11,Standard (2-way),"$725,000","$750,000"
Ryan Lomberg,547. Ryan Lomberg,26,LW,Left,55,9,9,18,0.33,4,91,0.1,11:24,9.07,91,162,123,0.87,8.69,15.49,11.76,357,329,52.04,645,573,52.96,474,428,52.55,29.74,28.84,50.77,Standard (1-way),"$725,000","$750,000"
Colin Blackwell,548. Colin Blackwell,28,"C, RW",Right,58,10,10,20,0.34,0,77,0.13,11:56,7.17,77,126,96,0.62,6.67,10.92,8.32,305,336,47.58,582,631,47.98,427,478,47.18,24.98,33.13,42.99,Standard (1-way),"$725,000","$750,000"
Jayden Halbgewachs,549. Jayden Halbgewachs,24,"LW, C",Left,3,0,1,1,0.33,1,7,0,13:05,0.42,7,10,9,0.64,10.69,15.27,13.75,23,17,57.5,38,32,54.29,32,23,58.18,1.65,1.48,52.72,Standard (2-way),"$725,000","$750,000"
Nico Sturm,550. Nico Sturm,26,C,Left,74,9,11,20,0.27,-7,101,0.09,11:54,9.55,101,150,129,0.65,6.88,10.22,8.78,419,505,45.35,749,945,44.21,569,712,44.42,31.65,44.65,41.48,Standard (1-way),"$725,000","$750,000"
Yakov Trenin,551. Yakov Trenin,24,"LW, C",Left,80,17,7,24,0.3,7,136,0.13,14:40,15.96,136,243,191,0.82,6.95,12.43,9.77,494,627,44.07,927,1139,44.87,704,864,44.9,44.97,60.97,42.45,Standard (1-way),"$725,000","$750,000"
Logan O'Connor,552. Logan O'Connor,24,"RW, LW",Right,81,8,16,24,0.3,10,127,0.06,13:52,11.69,127,202,156,0.62,6.78,10.79,8.33,501,607,45.22,865,1121,43.55,643,822,43.89,41.64,57.39,42.05,Standard (1-way),"$725,000","$750,000"
Daniel Sprong,553. Daniel Sprong,24,"RW, LW",Right,63,14,6,20,0.32,0,153,0.09,12:58,14.33,153,269,220,1.05,11.22,19.73,16.13,468,399,53.98,860,736,53.88,664,557,54.38,42.85,37.99,53.01,Standard (1-way),"$725,000","$750,000"
Brian Pinho,554. Brian Pinho,26,"C, RW",Right,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,Standard (1-way),"$725,000","$750,000"
Carl Grundström,555. Carl Grundström,23,"LW, RW",Left,54,9,6,15,0.28,4,83,0.11,10:53,8.15,83,139,114,0.83,8.47,14.18,11.63,292,266,52.33,556,494,52.95,409,380,51.84,22.59,21.5,51.24,Standard (1-way),"$725,000","$750,000"
Adam Brooks,556. Adam Brooks,25,C,Left,25,2,1,3,0.12,2,14,0.14,8:56,1.71,14,21,18,0.46,3.76,5.64,4.83,97,107,47.55,177,213,45.38,131,157,45.49,7.84,9.11,46.23,Standard (2-way),"$725,000","$750,000"
Matthew Highmore,557. Matthew Highmore,25,"LW, RW",Left,46,5,7,12,0.26,1,61,0.08,12:41,5.73,61,95,81,0.59,6.27,9.76,8.32,239,312,43.38,429,623,40.78,327,441,42.58,19.25,27.19,41.45,Standard (1-way),"$725,000","$750,000"
Martin Frk,558. Martin Frk,27,RW,Right,6,2,0,2,0.33,-4,15,0.13,14:01,1.69,15,28,22,1.2,10.69,19.96,15.68,55,26,67.9,97,54,64.23,74,37,66.67,5.7,4.34,56.72,Standard (1-way),"$725,000","$750,000"
